machine_clears.memory_ordering, 0x2c3
unc_i_snoop_resp.all_hit_es, 0x7412
unc_i_snoop_resp.all_hit_i, 0x7212
unc_i_snoop_resp.all_hit_m, 0x7812
unc_i_snoop_resp.all_miss, 0x7112
unc_i_snoop_resp.hit_es, 0x412
unc_i_snoop_resp.hit_i, 0x212
unc_i_snoop_resp.hit_m, 0x812
unc_i_snoop_resp.miss, 0x112
unc_i_snoop_resp.snpcode, 0x1012
unc_i_snoop_resp.snpdata, 0x2012
unc_i_snoop_resp.snpinv, 0x4012
unc_i_transactions.atomic, 0x1011
unc_i_transactions.other, 0x2011
unc_i_transactions.writes, 0x211
unc_i_transactions.wr_pref, 0x811
unc_i_txc_ak_inserts, 0xb
unc_i_txc_bl_drs_cycles_full, 0x5
unc_i_txc_bl_drs_inserts, 0x2
unc_i_txc_bl_drs_occupancy, 0x8
unc_i_txc_bl_ncb_cycles_full, 0x6
unc_i_txc_bl_ncb_inserts, 0x3
unc_i_txc_bl_ncb_occupancy, 0x9
unc_i_txc_bl_ncs_cycles_full, 0x7
unc_i_txc_bl_ncs_inserts, 0x4
unc_i_txc_bl_ncs_occupancy, 0xa
unc_i_txr2_ad01_stall_credit_cycles, 0x1c
unc_i_txr2_ad0_stall_credit_cycles, 0x1a
unc_i_txr2_ad1_stall_credit_cycles, 0x1b
unc_i_txr2_bl_stall_credit_cycles, 0x1d
unc_i_txs_data_inserts_ncb, 0xd
unc_i_txs_data_inserts_ncs, 0xe
unc_i_txs_request_occupancy, 0xc
unc_m2m_ag0_ad_crd_acquired0.tgr0, 0x180
unc_m2m_ag0_ad_crd_acquired0.tgr1, 0x280
unc_m2m_ag0_ad_crd_acquired0.tgr2, 0x480
unc_m2m_ag0_ad_crd_acquired0.tgr3, 0x880
unc_m2m_ag0_ad_crd_acquired0.tgr4, 0x1080
unc_m2m_ag0_ad_crd_acquired0.tgr5, 0x2080
unc_m2m_ag0_ad_crd_acquired0.tgr6, 0x4080
unc_m2m_ag0_ad_crd_acquired0.tgr7, 0x8080
unc_m2m_ag0_ad_crd_acquired1.tgr10, 0x481
unc_m2m_ag0_ad_crd_acquired1.tgr8, 0x181
unc_m2m_ag0_ad_crd_acquired1.tgr9, 0x281
unc_m2m_ag0_ad_crd_occupancy0.tgr0, 0x182
unc_m2m_ag0_ad_crd_occupancy0.tgr1, 0x282
unc_m2m_ag0_ad_crd_occupancy0.tgr2, 0x482
unc_m2m_ag0_ad_crd_occupancy0.tgr3, 0x882
unc_m2m_ag0_ad_crd_occupancy0.tgr4, 0x1082
unc_m2m_ag0_ad_crd_occupancy0.tgr5, 0x2082
unc_m2m_ag0_ad_crd_occupancy0.tgr6, 0x4082
unc_m2m_ag0_ad_crd_occupancy0.tgr7, 0x8082
unc_m2m_ag0_ad_crd_occupancy1.tgr10, 0x483
unc_m2m_ag0_ad_crd_occupancy1.tgr8, 0x183
unc_m2m_ag0_ad_crd_occupancy1.tgr9, 0x283
unc_m2m_ag0_bl_crd_acquired0.tgr0, 0x188
unc_m2m_ag0_bl_crd_acquired0.tgr1, 0x288
unc_m2m_ag0_bl_crd_acquired0.tgr2, 0x488
unc_m2m_ag0_bl_crd_acquired0.tgr3, 0x888
unc_m2m_ag0_bl_crd_acquired0.tgr4, 0x1088
unc_m2m_ag0_bl_crd_acquired0.tgr5, 0x2088
unc_m2m_ag0_bl_crd_acquired0.tgr6, 0x4088
unc_m2m_ag0_bl_crd_acquired0.tgr7, 0x8088
unc_m2m_ag0_bl_crd_acquired1.tgr10, 0x489
unc_m2m_ag0_bl_crd_acquired1.tgr8, 0x189
unc_m2m_ag0_bl_crd_acquired1.tgr9, 0x289
unc_m2m_ag0_bl_crd_occupancy0.tgr0, 0x18a
unc_m2m_ag0_bl_crd_occupancy0.tgr1, 0x28a
unc_m2m_ag0_bl_crd_occupancy0.tgr2, 0x48a
unc_m2m_ag0_bl_crd_occupancy0.tgr3, 0x88a
unc_m2m_ag0_bl_crd_occupancy0.tgr4, 0x108a
unc_m2m_ag0_bl_crd_occupancy0.tgr5, 0x208a
unc_m2m_ag0_bl_crd_occupancy0.tgr6, 0x408a
unc_m2m_ag0_bl_crd_occupancy0.tgr7, 0x808a
unc_m2m_ag0_bl_crd_occupancy1.tgr10, 0x48b
unc_m2m_ag0_bl_crd_occupancy1.tgr8, 0x18b
unc_m2m_ag0_bl_crd_occupancy1.tgr9, 0x28b
unc_m2m_ag1_ad_crd_acquired0.tgr0, 0x184
unc_m2m_ag1_ad_crd_acquired0.tgr1, 0x284
unc_m2m_ag1_ad_crd_acquired0.tgr2, 0x484
unc_m2m_ag1_ad_crd_acquired0.tgr3, 0x884
unc_m2m_ag1_ad_crd_acquired0.tgr4, 0x1084
unc_m2m_ag1_ad_crd_acquired0.tgr5, 0x2084
unc_m2m_ag1_ad_crd_acquired0.tgr6, 0x4084
unc_m2m_ag1_ad_crd_acquired0.tgr7, 0x8084
unc_m2m_ag1_ad_crd_acquired1.tgr10, 0x485
unc_m2m_ag1_ad_crd_acquired1.tgr8, 0x185
unc_m2m_ag1_ad_crd_acquired1.tgr9, 0x285
unc_m2m_ag1_ad_crd_occupancy0.tgr0, 0x186
unc_m2m_ag1_ad_crd_occupancy0.tgr1, 0x286
unc_m2m_ag1_ad_crd_occupancy0.tgr2, 0x486
unc_m2m_ag1_ad_crd_occupancy0.tgr3, 0x886
unc_m2m_ag1_ad_crd_occupancy0.tgr4, 0x1086
unc_m2m_ag1_ad_crd_occupancy0.tgr5, 0x2086
unc_m2m_ag1_ad_crd_occupancy0.tgr6, 0x4086
unc_m2m_ag1_ad_crd_occupancy0.tgr7, 0x8086
unc_m2m_ag1_ad_crd_occupancy1.tgr10, 0x487
unc_m2m_ag1_ad_crd_occupancy1.tgr8, 0x187
unc_m2m_ag1_ad_crd_occupancy1.tgr9, 0x287
unc_m2m_ag1_bl_crd_acquired0.tgr0, 0x18c
unc_m2m_ag1_bl_crd_acquired0.tgr1, 0x28c
unc_m2m_ag1_bl_crd_acquired0.tgr2, 0x48c
unc_m2m_ag1_bl_crd_acquired0.tgr3, 0x88c
unc_m2m_ag1_bl_crd_acquired0.tgr4, 0x108c
unc_m2m_ag1_bl_crd_acquired0.tgr5, 0x208c
unc_m2m_ag1_bl_crd_acquired0.tgr6, 0x408c
unc_m2m_ag1_bl_crd_acquired0.tgr7, 0x808c
unc_m2m_ag1_bl_crd_acquired1.tgr10, 0x48d
unc_m2m_ag1_bl_crd_acquired1.tgr8, 0x18d
unc_m2m_ag1_bl_crd_acquired1.tgr9, 0x28d
unc_m2m_ag1_bl_crd_occupancy0.tgr0, 0x18e
unc_m2m_ag1_bl_crd_occupancy0.tgr1, 0x28e
unc_m2m_ag1_bl_crd_occupancy0.tgr2, 0x48e
unc_m2m_ag1_bl_crd_occupancy0.tgr3, 0x88e
unc_m2m_ag1_bl_crd_occupancy0.tgr4, 0x108e
unc_m2m_ag1_bl_crd_occupancy0.tgr5, 0x208e
unc_m2m_ag1_bl_crd_occupancy0.tgr6, 0x408e
unc_m2m_ag1_bl_crd_occupancy0.tgr7, 0x808e
unc_m2m_ag1_bl_crd_occupancy1.tgr10, 0x48f
unc_m2m_ag1_bl_crd_occupancy1.tgr8, 0x18f
unc_m2m_ag1_bl_crd_occupancy1.tgr9, 0x28f
unc_m2m_bypass_m2m_egress.not_taken, 0x222
unc_m2m_bypass_m2m_egress.taken, 0x122
unc_m2m_bypass_m2m_ingress.not_taken, 0x221
unc_m2m_bypass_m2m_ingress.taken, 0x121
unc_m2m_cms_clockticks, 0xc0
unc_m2m_direct2core_not_taken_dirstate, 0x24
unc_m2m_direct2core_not_taken_notforked, 0x60
unc_m2m_direct2core_txn_override, 0x25
unc_m2m_distress_asserted.dpt_local, 0x4af
unc_m2m_distress_asserted.dpt_nonlocal, 0x8af
unc_m2m_distress_asserted.dpt_stall_iv, 0x40af
unc_m2m_distress_asserted.dpt_stall_nocrd, 0x80af
unc_m2m_distress_asserted.horz, 0x2af
unc_m2m_distress_asserted.vert, 0x1af
unc_m2m_egress_ordering.iv_snoopgo_dn, 0x4ba
unc_m2m_egress_ordering.iv_snoopgo_up, 0x1ba
unc_m2m_horz_ring_ad_in_use.left_even, 0x1b6
unc_m2m_horz_ring_ad_in_use.left_odd, 0x2b6
unc_m2m_horz_ring_ad_in_use.right_even, 0x4b6
unc_m2m_horz_ring_ad_in_use.right_odd, 0x8b6
unc_m2m_horz_ring_akc_in_use.left_even, 0x1bb
unc_m2m_horz_ring_akc_in_use.left_odd, 0x2bb
unc_m2m_horz_ring_akc_in_use.right_even, 0x4bb
unc_m2m_horz_ring_akc_in_use.right_odd, 0x8bb
unc_m2m_horz_ring_ak_in_use.left_even, 0x1b7
unc_m2m_horz_ring_ak_in_use.left_odd, 0x2b7
unc_m2m_horz_ring_ak_in_use.right_even, 0x4b7
unc_m2m_horz_ring_ak_in_use.right_odd, 0x8b7
unc_m2m_horz_ring_bl_in_use.left_even, 0x1b8
unc_m2m_horz_ring_bl_in_use.left_odd, 0x2b8
unc_m2m_horz_ring_bl_in_use.right_even, 0x4b8
unc_m2m_horz_ring_bl_in_use.right_odd, 0x8b8
unc_m2m_horz_ring_iv_in_use.left, 0x1b9
unc_m2m_horz_ring_iv_in_use.right, 0x4b9
unc_m2m_imc_reads.all, 0x70437
unc_m2m_imc_reads.ch0_all, 0x10437
unc_m2m_imc_reads.ch0_from_tgr, 0x14037
unc_m2m_imc_reads.ch0_isoch, 0x10237
unc_m2m_imc_reads.ch0_normal, 0x10137
unc_m2m_imc_reads.ch1_all, 0x20437
unc_m2m_imc_reads.ch1_from_tgr, 0x24037
unc_m2m_imc_reads.ch1_isoch, 0x20237
unc_m2m_imc_reads.ch1_normal, 0x20137
unc_m2m_imc_reads.from_tgr, 0x74037
unc_m2m_imc_reads.isoch, 0x70237
unc_m2m_imc_reads.normal, 0x70137
unc_m2m_imc_writes.all, 0x1c1038
unc_m2m_imc_writes.ch0_all, 0x41038
unc_m2m_imc_writes.ch0_from_tgr, 0x38
unc_m2m_imc_writes.ch0_full, 0x40138
unc_m2m_imc_writes.ch0_full_isoch, 0x40438
unc_m2m_imc_writes.ch0_ni_miss, 0x38
unc_m2m_imc_writes.ch0_partial, 0x40238
unc_m2m_imc_writes.ch0_partial_isoch, 0x40838
unc_m2m_imc_writes.ch1_all, 0x81038
unc_m2m_imc_writes.ch1_from_tgr, 0x38
unc_m2m_imc_writes.ch1_full, 0x80138
unc_m2m_imc_writes.ch1_full_isoch, 0x80438
unc_m2m_imc_writes.ch1_ni_miss, 0x38
unc_m2m_imc_writes.ch1_partial, 0x80238
unc_m2m_imc_writes.ch1_partial_isoch, 0x80838
unc_m2m_imc_writes.from_tgr, 0x38
unc_m2m_imc_writes.full, 0x1c0138
unc_m2m_imc_writes.full_isoch, 0x1c0438
unc_m2m_imc_writes.ni_miss, 0x38
unc_m2m_imc_writes.partial, 0x1c0238
unc_m2m_imc_writes.partial_isoch, 0x1c0838
unc_m2m_mirr_wrq_inserts, 0x64
unc_m2m_mirr_wrq_occupancy, 0x65
unc_m2m_misc_external.mbe_inst0, 0x1e6
unc_m2m_misc_external.mbe_inst1, 0x2e6
unc_m2m_pkt_match.mc, 0x24c
unc_m2m_pkt_match.mesh, 0x14c
unc_m2m_prefcam_cis_drops, 0x73
unc_m2m_prefcam_cycles_full.allch, 0x76b
unc_m2m_prefcam_cycles_full.ch0, 0x16b
unc_m2m_prefcam_cycles_full.ch1, 0x26b
unc_m2m_prefcam_cycles_ne.allch, 0x76c
unc_m2m_prefcam_cycles_ne.ch0, 0x16c
unc_m2m_prefcam_cycles_ne.ch1, 0x26c
unc_m2m_prefcam_deallocs.ch0_hita0_inval, 0x16e
unc_m2m_prefcam_deallocs.ch0_hita1_inval, 0x26e
unc_m2m_prefcam_deallocs.ch0_miss_inval, 0x46e
unc_m2m_prefcam_deallocs.ch0_rsp_pdreset, 0x86e
unc_m2m_prefcam_deallocs.ch1_hita0_inval, 0x106e
unc_m2m_prefcam_deallocs.ch1_hita1_inval, 0x206e
unc_m2m_prefcam_deallocs.ch1_miss_inval, 0x406e
unc_m2m_prefcam_deallocs.ch1_rsp_pdreset, 0x806e
unc_m2m_prefcam_demand_drops.ch0_xpt, 0x16f
unc_m2m_prefcam_demand_drops.ch1_xpt, 0x46f
unc_m2m_prefcam_demand_drops.xpt_allch, 0x156f
unc_m2m_prefcam_demand_merge.ch0_xpt, 0x174
unc_m2m_prefcam_demand_merge.ch0_xptupi, 0x174
unc_m2m_prefcam_demand_merge.ch1_xpt, 0x474
unc_m2m_prefcam_demand_merge.ch1_xptupi, 0x474
unc_m2m_prefcam_demand_merge.ch2_xptupi, 0x1074
unc_m2m_prefcam_demand_merge.xptupi_allch, 0x1574
unc_m2m_prefcam_demand_merge.xpt_allch, 0x1574
unc_m2m_prefcam_demand_no_merge.ch0_xpt, 0x175
unc_m2m_prefcam_demand_no_merge.ch0_xptupi, 0x175
unc_m2m_prefcam_demand_no_merge.ch1_xpt, 0x475
unc_m2m_prefcam_demand_no_merge.ch1_xptupi, 0x475
unc_m2m_prefcam_demand_no_merge.ch2_xptupi, 0x1075
unc_m2m_prefcam_demand_no_merge.xptupi_allch, 0x1575
unc_m2m_prefcam_demand_no_merge.xpt_allch, 0x1575
unc_m2m_prefcam_drop_reasons_ch0.errorblk_rxc, 0x1070
unc_m2m_prefcam_drop_reasons_ch0.not_pf_sad_region, 0x270
unc_m2m_prefcam_drop_reasons_ch0.pf_ad_crd, 0x2070
unc_m2m_prefcam_drop_reasons_ch0.pf_cam_full, 0x4070
unc_m2m_prefcam_drop_reasons_ch0.pf_cam_hit, 0x470
unc_m2m_prefcam_drop_reasons_ch0.pf_secure_drop, 0x170
unc_m2m_prefcam_drop_reasons_ch0.rpq_proxy, 0x70
unc_m2m_prefcam_drop_reasons_ch0.stop_b2b, 0x870
unc_m2m_prefcam_drop_reasons_ch0.wpq_proxy, 0x8070
unc_m2m_prefcam_drop_reasons_ch0.xpt_thresh, 0x70
unc_m2m_prefcam_drop_reasons_ch1.errorblk_rxc, 0x1071
unc_m2m_prefcam_drop_reasons_ch1.not_pf_sad_region, 0x271
unc_m2m_prefcam_drop_reasons_ch1.pf_ad_crd, 0x2071
unc_m2m_prefcam_drop_reasons_ch1.pf_cam_full, 0x4071
unc_m2m_prefcam_drop_reasons_ch1.pf_cam_hit, 0x471
unc_m2m_prefcam_drop_reasons_ch1.pf_secure_drop, 0x171
unc_m2m_prefcam_drop_reasons_ch1.rpq_proxy, 0x71
unc_m2m_prefcam_drop_reasons_ch1.stop_b2b, 0x871
unc_m2m_prefcam_drop_reasons_ch1.wpq_proxy, 0x8071
unc_m2m_prefcam_drop_reasons_ch1.xpt_thresh, 0x71
unc_m2m_prefcam_inserts.ch0_xpt, 0x16d
unc_m2m_prefcam_inserts.ch1_xpt, 0x46d
unc_m2m_prefcam_inserts.xpt_allch, 0x156d
unc_m2m_prefcam_occupancy.allch, 0x76a
unc_m2m_prefcam_occupancy.ch0, 0x16a
unc_m2m_prefcam_occupancy.ch1, 0x26a
unc_m2m_prefcam_resp_miss.allch, 0x776
unc_m2m_prefcam_resp_miss.ch0, 0x176
unc_m2m_prefcam_resp_miss.ch1, 0x276
unc_m2m_prefcam_rxc_cycles_ne, 0x79
unc_m2m_prefcam_rxc_deallocs.1lm_posted, 0x27a
unc_m2m_prefcam_rxc_deallocs.cis, 0x87a
unc_m2m_prefcam_rxc_deallocs.squashed, 0x17a
unc_m2m_prefcam_rxc_inserts, 0x78
unc_m2m_prefcam_rxc_occupancy, 0x77
unc_m2m_ring_bounces_horz.ad, 0x1ac
unc_m2m_ring_bounces_horz.ak, 0x2ac
unc_m2m_ring_bounces_horz.bl, 0x4ac
unc_m2m_ring_bounces_horz.iv, 0x8ac
unc_m2m_ring_bounces_vert.ad, 0x1aa
unc_m2m_ring_bounces_vert.ak, 0x2aa
unc_m2m_ring_bounces_vert.akc, 0x10aa
unc_m2m_ring_bounces_vert.bl, 0x4aa
unc_m2m_ring_bounces_vert.iv, 0x8aa
unc_m2m_ring_sink_starved_horz.ad, 0x1ad
unc_m2m_ring_sink_starved_horz.ak, 0x2ad
unc_m2m_ring_sink_starved_horz.ak_ag1, 0x20ad
unc_m2m_ring_sink_starved_horz.bl, 0x4ad
unc_m2m_ring_sink_starved_horz.iv, 0x8ad
unc_m2m_ring_sink_starved_vert.ad, 0x1ab
unc_m2m_ring_sink_starved_vert.ak, 0x2ab
unc_m2m_ring_sink_starved_vert.akc, 0x10ab
unc_m2m_ring_sink_starved_vert.bl, 0x4ab
unc_m2m_ring_sink_starved_vert.iv, 0x8ab
unc_m2m_ring_src_thrtl, 0xae
unc_m2m_rpq_no_reg_crd.ch0, 0x143
unc_m2m_rpq_no_reg_crd.ch1, 0x243
unc_m2m_rpq_no_spec_crd.ch0, 0x144
unc_m2m_rpq_no_spec_crd.ch1, 0x244
unc_m2m_rxc_ad_cycles_full, 0x4
unc_m2m_rxc_ad_cycles_ne, 0x3
unc_m2m_rxc_ad_inserts, 0x1
unc_m2m_rxc_ad_occupancy, 0x2
unc_m2m_rxc_ad_pref_occupancy, 0x77
unc_m2m_rxc_ak_wr_cmp, 0x5c
unc_m2m_rxc_bl_cycles_full, 0x8
unc_m2m_rxc_bl_cycles_ne, 0x7
unc_m2m_rxc_bl_inserts, 0x5
unc_m2m_rxc_bl_occupancy, 0x6
unc_m2m_rxr_busy_starved.ad_all, 0x11e5
unc_m2m_rxr_busy_starved.ad_crd, 0x10e5
unc_m2m_rxr_busy_starved.ad_uncrd, 0x1e5
unc_m2m_rxr_busy_starved.bl_all, 0x44e5
unc_m2m_rxr_busy_starved.bl_crd, 0x40e5
unc_m2m_rxr_busy_starved.bl_uncrd, 0x4e5
unc_m2m_rxr_bypass.ad_all, 0x11e2
unc_m2m_rxr_bypass.ad_crd, 0x10e2
unc_m2m_rxr_bypass.ad_uncrd, 0x1e2
unc_m2m_rxr_bypass.ak, 0x2e2
unc_m2m_rxr_bypass.akc_uncrd, 0x80e2
unc_m2m_rxr_bypass.bl_all, 0x44e2
unc_m2m_rxr_bypass.bl_crd, 0x40e2
unc_m2m_rxr_bypass.bl_uncrd, 0x4e2
unc_m2m_rxr_bypass.iv, 0x8e2
unc_m2m_rxr_crd_starved.ad_all, 0x11e3
unc_m2m_rxr_crd_starved.ad_crd, 0x10e3
unc_m2m_rxr_crd_starved.ad_uncrd, 0x1e3
unc_m2m_rxr_crd_starved.ak, 0x2e3
unc_m2m_rxr_crd_starved.bl_all, 0x44e3
unc_m2m_rxr_crd_starved.bl_crd, 0x40e3
unc_m2m_rxr_crd_starved.bl_uncrd, 0x4e3
unc_m2m_rxr_crd_starved.ifv, 0x80e3
unc_m2m_rxr_crd_starved.iv, 0x8e3
unc_m2m_rxr_crd_starved_1, 0xe4
unc_m2m_rxr_inserts.ad_all, 0x11e1
unc_m2m_rxr_inserts.ad_crd, 0x10e1
unc_m2m_rxr_inserts.ad_uncrd, 0x1e1
unc_m2m_rxr_inserts.ak, 0x2e1
unc_m2m_rxr_inserts.akc_uncrd, 0x80e1
unc_m2m_rxr_inserts.bl_all, 0x44e1
unc_m2m_rxr_inserts.bl_crd, 0x40e1
unc_m2m_rxr_inserts.bl_uncrd, 0x4e1
unc_m2m_rxr_inserts.iv, 0x8e1
unc_m2m_rxr_occupancy.ad_all, 0x11e0
unc_m2m_rxr_occupancy.ad_crd, 0x10e0
unc_m2m_rxr_occupancy.ad_uncrd, 0x1e0
unc_m2m_rxr_occupancy.ak, 0x2e0
unc_m2m_rxr_occupancy.akc_uncrd, 0x80e0
unc_m2m_rxr_occupancy.bl_all, 0x44e0
unc_m2m_rxr_occupancy.bl_crd, 0x20e0
unc_m2m_rxr_occupancy.bl_uncrd, 0x4e0
unc_m2m_rxr_occupancy.iv, 0x8e0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr0, 0x1d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr1, 0x2d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr2, 0x4d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr3, 0x8d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr4, 0x10d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr5, 0x20d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr6, 0x40d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag0.tgr7, 0x80d0
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr0, 0x1d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr1, 0x2d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr2, 0x4d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr3, 0x8d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr4, 0x10d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr5, 0x20d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr6, 0x40d2
unc_m2m_stall0_no_txr_horz_crd_ad_ag1.tgr7, 0x80d2
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr0, 0x1d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr1, 0x2d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr2, 0x4d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr3, 0x8d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr4, 0x10d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr5, 0x20d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr6, 0x40d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag0.tgr7, 0x80d4
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr0, 0x1d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr1, 0x2d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr2, 0x4d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr3, 0x8d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr4, 0x10d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr5, 0x20d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr6, 0x40d6
unc_m2m_stall0_no_txr_horz_crd_bl_ag1.tgr7, 0x80d6
unc_m2m_stall1_no_txr_horz_crd_ad_ag0.tgr10, 0x4d1
unc_m2m_stall1_no_txr_horz_crd_ad_ag0.tgr8, 0x1d1
unc_m2m_stall1_no_txr_horz_crd_ad_ag0.tgr9, 0x2d1
unc_m2m_stall1_no_txr_horz_crd_ad_ag1_1.tgr10, 0x4d3
unc_m2m_stall1_no_txr_horz_crd_ad_ag1_1.tgr8, 0x1d3
unc_m2m_stall1_no_txr_horz_crd_ad_ag1_1.tgr9, 0x2d3
unc_m2m_stall1_no_txr_horz_crd_bl_ag0_1.tgr10, 0x4d5
unc_m2m_stall1_no_txr_horz_crd_bl_ag0_1.tgr8, 0x1d5
unc_m2m_stall1_no_txr_horz_crd_bl_ag0_1.tgr9, 0x2d5
unc_m2m_stall1_no_txr_horz_crd_bl_ag1_1.tgr10, 0x4d7
unc_m2m_stall1_no_txr_horz_crd_bl_ag1_1.tgr8, 0x1d7
unc_m2m_stall1_no_txr_horz_crd_bl_ag1_1.tgr9, 0x2d7
unc_m2m_tgr_ad_credits, 0x41
unc_m2m_tgr_bl_credits, 0x42
unc_m2m_tracker_full.ch0, 0x145
unc_m2m_tracker_full.ch1, 0x245
unc_m2m_tracker_inserts.ch0, 0x149
unc_m2m_tracker_inserts.ch1, 0x249
unc_m2m_tracker_ne.ch0, 0x146
unc_m2m_tracker_ne.ch1, 0x246
unc_m2m_tracker_occupancy.ch0, 0x147
unc_m2m_tracker_occupancy.ch1, 0x247
unc_m2m_txc_ad_credits_acquired, 0xd
unc_m2m_txc_ad_credit_occupancy, 0xe
unc_m2m_txc_ad_cycles_full, 0xc
unc_m2m_txc_ad_cycles_ne, 0xb
unc_m2m_txc_ad_inserts, 0x9
unc_m2m_txc_ad_no_credit_cycles, 0xf
unc_m2m_txc_ad_no_credit_stalled, 0x10
unc_m2m_txc_ad_occupancy, 0xa
unc_m2m_txc_ak.crd_cbo, 0x239
unc_m2m_txc_ak.ndr, 0x139
unc_m2m_txc_akc_credits, 0x5f
unc_m2m_txc_ak_credits_acquired.cms0, 0x11d
unc_m2m_txc_ak_credits_acquired.cms1, 0x21d
unc_m2m_txc_ak_cycles_full.all, 0x314
unc_m2m_txc_ak_cycles_full.cms0, 0x114
unc_m2m_txc_ak_cycles_full.cms1, 0x214
unc_m2m_txc_ak_cycles_full.rdcrd0, 0x814
unc_m2m_txc_ak_cycles_full.rdcrd1, 0x8814
unc_m2m_txc_ak_cycles_full.wrcmp0, 0x2014
unc_m2m_txc_ak_cycles_full.wrcmp1, 0xa014
unc_m2m_txc_ak_cycles_full.wrcrd0, 0x1014
unc_m2m_txc_ak_cycles_full.wrcrd1, 0x9014
unc_m2m_txc_ak_cycles_ne.all, 0x313
unc_m2m_txc_ak_cycles_ne.cms0, 0x113
unc_m2m_txc_ak_cycles_ne.cms1, 0x213
unc_m2m_txc_ak_cycles_ne.rdcrd, 0x813
unc_m2m_txc_ak_cycles_ne.wrcmp, 0x2013
unc_m2m_txc_ak_cycles_ne.wrcrd, 0x1013
unc_m2m_txc_ak_inserts.all, 0x311
unc_m2m_txc_ak_inserts.cms0, 0x111
unc_m2m_txc_ak_inserts.cms1, 0x211
unc_m2m_txc_ak_inserts.pref_rd_cam_hit, 0x4011
unc_m2m_txc_ak_inserts.rdcrd, 0x811
unc_m2m_txc_ak_inserts.wrcmp, 0x2011
unc_m2m_txc_ak_inserts.wrcrd, 0x1011
unc_m2m_txc_ak_no_credit_cycles.cms0, 0x11f
unc_m2m_txc_ak_no_credit_cycles.cms1, 0x21f
unc_m2m_txc_ak_no_credit_stalled.cms0, 0x120
unc_m2m_txc_ak_no_credit_stalled.cms1, 0x220
unc_m2m_txc_ak_occupancy.all, 0x312
unc_m2m_txc_ak_occupancy.cms0, 0x112
unc_m2m_txc_ak_occupancy.cms1, 0x212
unc_m2m_txc_ak_occupancy.rdcrd, 0x812
unc_m2m_txc_ak_occupancy.wrcmp, 0x2012
unc_m2m_txc_ak_occupancy.wrcrd, 0x1012
unc_m2m_txc_bl.drs_cache, 0x140
unc_m2m_txc_bl.drs_core, 0x240
unc_m2m_txc_bl_credits_acquired.cms0, 0x119
unc_m2m_txc_bl_credits_acquired.cms1, 0x219
unc_m2m_txc_bl_cycles_full.all, 0x318
unc_m2m_txc_bl_cycles_full.cms0, 0x118
unc_m2m_txc_bl_cycles_full.cms1, 0x218
unc_m2m_txc_bl_cycles_ne.all, 0x317
unc_m2m_txc_bl_cycles_ne.cms0, 0x117
unc_m2m_txc_bl_cycles_ne.cms1, 0x217
unc_m2m_txc_bl_inserts.all, 0x315
unc_m2m_txc_bl_inserts.cms0, 0x115
unc_m2m_txc_bl_inserts.cms1, 0x215
unc_m2m_txc_bl_no_credit_cycles.cms0, 0x11b
unc_m2m_txc_bl_no_credit_cycles.cms1, 0x21b
unc_m2m_txc_bl_no_credit_stalled.cms0, 0x11c
unc_m2m_txc_bl_no_credit_stalled.cms1, 0x21c
unc_m2m_txr_horz_ads_used.ad_all, 0x11a6
unc_m2m_txr_horz_ads_used.ad_crd, 0x10a6
unc_m2m_txr_horz_ads_used.ad_uncrd, 0x1a6
unc_m2m_txr_horz_ads_used.bl_all, 0x44a6
unc_m2m_txr_horz_ads_used.bl_crd, 0x40a6
