CYCLE_ACTIVITY.STALLS_L3_MISS, 0x6a3
UNC_M2M_TxR_HORZ_CYCLES_FULL.IV, 0x8a2
UNC_M2M_TxR_HORZ_CYCLES_NE.AD_ALL, 0x11a3
UNC_M2M_TxR_HORZ_CYCLES_NE.AD_CRD, 0x10a3
UNC_M2M_TxR_HORZ_CYCLES_NE.AD_UNCRD, 0x1a3
UNC_M2M_TxR_HORZ_CYCLES_NE.AK, 0x2a3
UNC_M2M_TxR_HORZ_CYCLES_NE.AKC_UNCRD, 0x80a3
UNC_M2M_TxR_HORZ_CYCLES_NE.BL_ALL, 0x44a3
UNC_M2M_TxR_HORZ_CYCLES_NE.BL_CRD, 0x40a3
UNC_M2M_TxR_HORZ_CYCLES_NE.BL_UNCRD, 0x4a3
UNC_M2M_TxR_HORZ_CYCLES_NE.IV, 0x8a3
UNC_M2M_TxR_HORZ_INSERTS.AD_ALL, 0x11a1
UNC_M2M_TxR_HORZ_INSERTS.AD_CRD, 0x10a1
UNC_M2M_TxR_HORZ_INSERTS.AD_UNCRD, 0x1a1
UNC_M2M_TxR_HORZ_INSERTS.AK, 0x2a1
UNC_M2M_TxR_HORZ_INSERTS.AKC_UNCRD, 0x80a1
UNC_M2M_TxR_HORZ_INSERTS.BL_ALL, 0x44a1
UNC_M2M_TxR_HORZ_INSERTS.BL_CRD, 0x40a1
UNC_M2M_TxR_HORZ_INSERTS.BL_UNCRD, 0x4a1
UNC_M2M_TxR_HORZ_INSERTS.IV, 0x8a1
UNC_M2M_TxR_HORZ_NACK.AD_ALL, 0x11a4
UNC_M2M_TxR_HORZ_NACK.AD_CRD, 0x10a4
UNC_M2M_TxR_HORZ_NACK.AD_UNCRD, 0x1a4
UNC_M2M_TxR_HORZ_NACK.AK, 0x2a4
UNC_M2M_TxR_HORZ_NACK.AKC_UNCRD, 0x80a4
UNC_M2M_TxR_HORZ_NACK.BL_ALL, 0x44a4
UNC_M2M_TxR_HORZ_NACK.BL_CRD, 0x40a4
UNC_M2M_TxR_HORZ_NACK.BL_UNCRD, 0x4a4
UNC_M2M_TxR_HORZ_NACK.IV, 0x8a4
UNC_M2M_TxR_HORZ_OCCUPANCY.AD_ALL, 0x11a0
UNC_M2M_TxR_HORZ_OCCUPANCY.AD_CRD, 0x10a0
UNC_M2M_TxR_HORZ_OCCUPANCY.AD_UNCRD, 0x1a0
UNC_M2M_TxR_HORZ_OCCUPANCY.AK, 0x2a0
UNC_M2M_TxR_HORZ_OCCUPANCY.AKC_UNCRD, 0x80a0
UNC_M2M_TxR_HORZ_OCCUPANCY.BL_ALL, 0x44a0
UNC_M2M_TxR_HORZ_OCCUPANCY.BL_CRD, 0x40a0
UNC_M2M_TxR_HORZ_OCCUPANCY.BL_UNCRD, 0x4a0
UNC_M2M_TxR_HORZ_OCCUPANCY.IV, 0x8a0
UNC_M2M_TxR_HORZ_STARVED.AD_ALL, 0x1a5
UNC_M2M_TxR_HORZ_STARVED.AD_UNCRD, 0x1a5
UNC_M2M_TxR_HORZ_STARVED.AK, 0x2a5
UNC_M2M_TxR_HORZ_STARVED.AKC_UNCRD, 0x80a5
UNC_M2M_TxR_HORZ_STARVED.BL_ALL, 0x4a5
UNC_M2M_TxR_HORZ_STARVED.BL_UNCRD, 0x4a5
UNC_M2M_TxR_HORZ_STARVED.IV, 0x8a5
UNC_M2M_TxR_VERT_ADS_USED.AD_AG0, 0x19c
UNC_M2M_TxR_VERT_ADS_USED.AD_AG1, 0x109c
UNC_M2M_TxR_VERT_ADS_USED.BL_AG0, 0x49c
UNC_M2M_TxR_VERT_ADS_USED.BL_AG1, 0x409c
UNC_M2M_TxR_VERT_BYPASS.AD_AG0, 0x19d
UNC_M2M_TxR_VERT_BYPASS.AD_AG1, 0x109d
UNC_M2M_TxR_VERT_BYPASS.AK_AG0, 0x29d
UNC_M2M_TxR_VERT_BYPASS.AK_AG1, 0x209d
UNC_M2M_TxR_VERT_BYPASS.BL_AG0, 0x49d
UNC_M2M_TxR_VERT_BYPASS.BL_AG1, 0x409d
UNC_M2M_TxR_VERT_BYPASS.IV_AG1, 0x89d
UNC_M2M_TxR_VERT_BYPASS_1.AKC_AG0, 0x19e
UNC_M2M_TxR_VERT_BYPASS_1.AKC_AG1, 0x29e
UNC_M2M_TxR_VERT_CYCLES_FULL0.AD_AG0, 0x194
UNC_M2M_TxR_VERT_CYCLES_FULL0.AD_AG1, 0x1094
UNC_M2M_TxR_VERT_CYCLES_FULL0.AK_AG0, 0x294
UNC_M2M_TxR_VERT_CYCLES_FULL0.AK_AG1, 0x2094
UNC_M2M_TxR_VERT_CYCLES_FULL0.BL_AG0, 0x494
UNC_M2M_TxR_VERT_CYCLES_FULL0.BL_AG1, 0x4094
UNC_M2M_TxR_VERT_CYCLES_FULL0.IV_AG0, 0x894
UNC_M2M_TxR_VERT_CYCLES_FULL1.AKC_AG0, 0x195
UNC_M2M_TxR_VERT_CYCLES_FULL1.AKC_AG1, 0x295
UNC_M2M_TxR_VERT_CYCLES_NE0.AD_AG0, 0x196
UNC_M2M_TxR_VERT_CYCLES_NE0.AD_AG1, 0x1096
UNC_M2M_TxR_VERT_CYCLES_NE0.AK_AG0, 0x296
UNC_M2M_TxR_VERT_CYCLES_NE0.AK_AG1, 0x2096
UNC_M2M_TxR_VERT_CYCLES_NE0.BL_AG0, 0x496
UNC_M2M_TxR_VERT_CYCLES_NE0.BL_AG1, 0x4096
UNC_M2M_TxR_VERT_CYCLES_NE0.IV_AG0, 0x896
UNC_M2M_TxR_VERT_CYCLES_NE1.AKC_AG0, 0x197
UNC_M2M_TxR_VERT_CYCLES_NE1.AKC_AG1, 0x297
UNC_M2M_TxR_VERT_INSERTS0.AD_AG0, 0x192
UNC_M2M_TxR_VERT_INSERTS0.AD_AG1, 0x1092
UNC_M2M_TxR_VERT_INSERTS0.AK_AG0, 0x292
UNC_M2M_TxR_VERT_INSERTS0.AK_AG1, 0x2092
UNC_M2M_TxR_VERT_INSERTS0.BL_AG0, 0x492
UNC_M2M_TxR_VERT_INSERTS0.BL_AG1, 0x4092
UNC_M2M_TxR_VERT_INSERTS0.IV_AG0, 0x892
UNC_M2M_TxR_VERT_INSERTS1.AKC_AG0, 0x193
UNC_M2M_TxR_VERT_INSERTS1.AKC_AG1, 0x293
UNC_M2M_TxR_VERT_NACK0.AD_AG0, 0x198
UNC_M2M_TxR_VERT_NACK0.AD_AG1, 0x1098
UNC_M2M_TxR_VERT_NACK0.AK_AG0, 0x298
UNC_M2M_TxR_VERT_NACK0.AK_AG1, 0x2098
UNC_M2M_TxR_VERT_NACK0.BL_AG0, 0x498
UNC_M2M_TxR_VERT_NACK0.BL_AG1, 0x4098
UNC_M2M_TxR_VERT_NACK0.IV_AG0, 0x898
UNC_M2M_TxR_VERT_NACK1.AKC_AG0, 0x199
UNC_M2M_TxR_VERT_NACK1.AKC_AG1, 0x299
UNC_M2M_TxR_VERT_OCCUPANCY0.AD_AG0, 0x190
UNC_M2M_TxR_VERT_OCCUPANCY0.AD_AG1, 0x1090
UNC_M2M_TxR_VERT_OCCUPANCY0.AK_AG0, 0x290
UNC_M2M_TxR_VERT_OCCUPANCY0.AK_AG1, 0x2090
UNC_M2M_TxR_VERT_OCCUPANCY0.BL_AG0, 0x490
UNC_M2M_TxR_VERT_OCCUPANCY0.BL_AG1, 0x4090
UNC_M2M_TxR_VERT_OCCUPANCY0.IV_AG0, 0x890
UNC_M2M_TxR_VERT_OCCUPANCY1.AKC_AG0, 0x191
UNC_M2M_TxR_VERT_OCCUPANCY1.AKC_AG1, 0x291
UNC_M2M_TxR_VERT_STARVED0.AD_AG0, 0x19a
UNC_M2M_TxR_VERT_STARVED0.AD_AG1, 0x109a
UNC_M2M_TxR_VERT_STARVED0.AK_AG0, 0x29a
UNC_M2M_TxR_VERT_STARVED0.AK_AG1, 0x209a
UNC_M2M_TxR_VERT_STARVED0.BL_AG0, 0x49a
UNC_M2M_TxR_VERT_STARVED0.BL_AG1, 0x409a
UNC_M2M_TxR_VERT_STARVED0.IV_AG0, 0x89a
UNC_M2M_TxR_VERT_STARVED1.AKC_AG0, 0x19b
UNC_M2M_TxR_VERT_STARVED1.AKC_AG1, 0x29b
UNC_M2M_TxR_VERT_STARVED1.TGC, 0x49b
UNC_M2M_VERT_RING_AD_IN_USE.DN_EVEN, 0x4b0
UNC_M2M_VERT_RING_AD_IN_USE.DN_ODD, 0x8b0
UNC_M2M_VERT_RING_AD_IN_USE.UP_EVEN, 0x1b0
UNC_M2M_VERT_RING_AD_IN_USE.UP_ODD, 0x2b0
UNC_M2M_VERT_RING_AKC_IN_USE.DN_EVEN, 0x4b4
UNC_M2M_VERT_RING_AKC_IN_USE.DN_ODD, 0x8b4
UNC_M2M_VERT_RING_AKC_IN_USE.UP_EVEN, 0x1b4
UNC_M2M_VERT_RING_AKC_IN_USE.UP_ODD, 0x2b4
UNC_M2M_VERT_RING_AK_IN_USE.DN_EVEN, 0x4b1
UNC_M2M_VERT_RING_AK_IN_USE.DN_ODD, 0x8b1
UNC_M2M_VERT_RING_AK_IN_USE.UP_EVEN, 0x1b1
UNC_M2M_VERT_RING_AK_IN_USE.UP_ODD, 0x2b1
UNC_M2M_VERT_RING_BL_IN_USE.DN_EVEN, 0x4b2
UNC_M2M_VERT_RING_BL_IN_USE.DN_ODD, 0x8b2
UNC_M2M_VERT_RING_BL_IN_USE.UP_EVEN, 0x1b2
UNC_M2M_VERT_RING_BL_IN_USE.UP_ODD, 0x2b2
UNC_M2M_VERT_RING_IV_IN_USE.DN, 0x4b3
UNC_M2M_VERT_RING_IV_IN_USE.UP, 0x1b3
UNC_M2M_VERT_RING_TGC_IN_USE.DN_EVEN, 0x4b5
UNC_M2M_VERT_RING_TGC_IN_USE.DN_ODD, 0x8b5
UNC_M2M_VERT_RING_TGC_IN_USE.UP_EVEN, 0x1b5
UNC_M2M_VERT_RING_TGC_IN_USE.UP_ODD, 0x2b5
UNC_M2M_WPQ_FLUSH.CH0, 0x158
UNC_M2M_WPQ_FLUSH.CH1, 0x258
UNC_M2M_WPQ_FLUSH.CH2, 0x458
UNC_M2M_WPQ_NO_REG_CRD.CHN0, 0x14d
UNC_M2M_WPQ_NO_REG_CRD.CHN1, 0x24d
UNC_M2M_WPQ_NO_REG_CRD.CHN2, 0x44d
UNC_M2M_WPQ_NO_REG_CRD_PMM.CHN0, 0x151
UNC_M2M_WPQ_NO_REG_CRD_PMM.CHN1, 0x251
UNC_M2M_WPQ_NO_REG_CRD_PMM.CHN2, 0x451
UNC_M2M_WPQ_NO_SPEC_CRD.CHN0, 0x14e
UNC_M2M_WPQ_NO_SPEC_CRD.CHN1, 0x24e
UNC_M2M_WPQ_NO_SPEC_CRD.CHN2, 0x44e
UNC_M2M_WR_TRACKER_FULL.CH0, 0x14a
UNC_M2M_WR_TRACKER_FULL.CH1, 0x24a
UNC_M2M_WR_TRACKER_FULL.CH2, 0x44a
UNC_M2M_WR_TRACKER_FULL.MIRR, 0x84a
UNC_M2M_WR_TRACKER_INSERTS.CH0, 0x156
UNC_M2M_WR_TRACKER_INSERTS.CH1, 0x256
UNC_M2M_WR_TRACKER_INSERTS.CH2, 0x456
UNC_M2M_WR_TRACKER_NE.CH0, 0x14b
UNC_M2M_WR_TRACKER_NE.CH1, 0x24b
UNC_M2M_WR_TRACKER_NE.CH2, 0x44b
UNC_M2M_WR_TRACKER_NE.MIRR, 0x84b
UNC_M2M_WR_TRACKER_NE.MIRR_NONTGR, 0x104b
UNC_M2M_WR_TRACKER_NE.MIRR_PWR, 0x204b
UNC_M2M_WR_TRACKER_NONPOSTED_INSERTS.CH0, 0x163
UNC_M2M_WR_TRACKER_NONPOSTED_INSERTS.CH1, 0x263
UNC_M2M_WR_TRACKER_NONPOSTED_INSERTS.CH2, 0x463
UNC_M2M_WR_TRACKER_NONPOSTED_OCCUPANCY.CH0, 0x162
UNC_M2M_WR_TRACKER_NONPOSTED_OCCUPANCY.CH1, 0x262
UNC_M2M_WR_TRACKER_NONPOSTED_OCCUPANCY.CH2, 0x462
UNC_M2M_WR_TRACKER_OCCUPANCY.CH0, 0x155
UNC_M2M_WR_TRACKER_OCCUPANCY.CH1, 0x255
UNC_M2M_WR_TRACKER_OCCUPANCY.CH2, 0x455
UNC_M2M_WR_TRACKER_OCCUPANCY.MIRR, 0x855
UNC_M2M_WR_TRACKER_OCCUPANCY.MIRR_NONTGR, 0x1055
UNC_M2M_WR_TRACKER_OCCUPANCY.MIRR_PWR, 0x2055
UNC_M2M_WR_TRACKER_POSTED_INSERTS.CH0, 0x15e
UNC_M2M_WR_TRACKER_POSTED_INSERTS.CH1, 0x25e
UNC_M2M_WR_TRACKER_POSTED_INSERTS.CH2, 0x45e
UNC_M2M_WR_TRACKER_POSTED_OCCUPANCY.CH0, 0x15d
UNC_M2M_WR_TRACKER_POSTED_OCCUPANCY.CH1, 0x25d
UNC_M2M_WR_TRACKER_POSTED_OCCUPANCY.CH2, 0x45d
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR0, 0x180
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR1, 0x280
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR2, 0x480
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR3, 0x880
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR4, 0x1080
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR5, 0x2080
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR6, 0x4080
UNC_M3UPI_AG0_AD_CRD_ACQUIRED0.TGR7, 0x8080
UNC_M3UPI_AG0_AD_CRD_ACQUIRED1.TGR10, 0x481
UNC_M3UPI_AG0_AD_CRD_ACQUIRED1.TGR8, 0x181
UNC_M3UPI_AG0_AD_CRD_ACQUIRED1.TGR9, 0x281
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR0, 0x182
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR1, 0x282
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR2, 0x482
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR3, 0x882
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR4, 0x1082
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR5, 0x2082
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR6, 0x4082
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY0.TGR7, 0x8082
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY1.TGR10, 0x483
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY1.TGR8, 0x183
UNC_M3UPI_AG0_AD_CRD_OCCUPANCY1.TGR9, 0x283
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR0, 0x188
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR1, 0x288
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR2, 0x488
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR3, 0x888
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR4, 0x1088
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR5, 0x2088
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR6, 0x4088
UNC_M3UPI_AG0_BL_CRD_ACQUIRED0.TGR7, 0x8088
UNC_M3UPI_AG0_BL_CRD_ACQUIRED1.TGR10, 0x489
UNC_M3UPI_AG0_BL_CRD_ACQUIRED1.TGR8, 0x189
UNC_M3UPI_AG0_BL_CRD_ACQUIRED1.TGR9, 0x289
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR0, 0x18a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR1, 0x28a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR2, 0x48a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR3, 0x88a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR4, 0x108a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR5, 0x208a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR6, 0x408a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY0.TGR7, 0x808a
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY1.TGR10, 0x48b
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY1.TGR8, 0x18b
UNC_M3UPI_AG0_BL_CRD_OCCUPANCY1.TGR9, 0x28b
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR0, 0x184
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR1, 0x284
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR2, 0x484
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR3, 0x884
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR4, 0x1084
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR5, 0x2084
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR6, 0x4084
UNC_M3UPI_AG1_AD_CRD_ACQUIRED0.TGR7, 0x8084
UNC_M3UPI_AG1_AD_CRD_ACQUIRED1.TGR10, 0x485
UNC_M3UPI_AG1_AD_CRD_ACQUIRED1.TGR8, 0x185
UNC_M3UPI_AG1_AD_CRD_ACQUIRED1.TGR9, 0x285
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR0, 0x186
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR1, 0x286
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR2, 0x486
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR3, 0x886
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR4, 0x1086
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR5, 0x2086
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR6, 0x4086
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY0.TGR7, 0x8086
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY1.TGR10, 0x487
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY1.TGR8, 0x187
UNC_M3UPI_AG1_AD_CRD_OCCUPANCY1.TGR9, 0x287
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR0, 0x18c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR1, 0x28c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR2, 0x48c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR3, 0x88c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR4, 0x108c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR5, 0x208c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR6, 0x408c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED0.TGR7, 0x808c
UNC_M3UPI_AG1_BL_CRD_ACQUIRED1.TGR10, 0x48d
UNC_M3UPI_AG1_BL_CRD_ACQUIRED1.TGR8, 0x18d
UNC_M3UPI_AG1_BL_CRD_ACQUIRED1.TGR9, 0x28d
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR0, 0x18e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR1, 0x28e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR2, 0x48e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR3, 0x88e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR4, 0x108e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR5, 0x208e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR6, 0x408e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY0.TGR7, 0x808e
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY1.TGR10, 0x48f
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY1.TGR8, 0x18f
UNC_M3UPI_AG1_BL_CRD_OCCUPANCY1.TGR9, 0x28f
UNC_M3UPI_CHA_AD_CREDITS_EMPTY.REQ, 0x422
UNC_M3UPI_CHA_AD_CREDITS_EMPTY.SNP, 0x822
UNC_M3UPI_CHA_AD_CREDITS_EMPTY.VNA, 0x122
UNC_M3UPI_CHA_AD_CREDITS_EMPTY.WB, 0x222
UNC_M3UPI_CLOCKTICKS, 0x1
UNC_M3UPI_CMS_CLOCKTICKS, 0xc0
UNC_M3UPI_D2C_SENT, 0x2b
UNC_M3UPI_D2U_SENT, 0x2a
UNC_M3UPI_DISTRESS_ASSERTED.DPT_LOCAL, 0x4af
UNC_M3UPI_DISTRESS_ASSERTED.DPT_NONLOCAL, 0x8af
UNC_M3UPI_DISTRESS_ASSERTED.DPT_STALL_IV, 0x40af
UNC_M3UPI_DISTRESS_ASSERTED.DPT_STALL_NOCRD, 0x80af
UNC_M3UPI_DISTRESS_ASSERTED.HORZ, 0x2af
UNC_M3UPI_DISTRESS_ASSERTED.PMM_LOCAL, 0x10af
UNC_M3UPI_DISTRESS_ASSERTED.PMM_NONLOCAL, 0x20af
UNC_M3UPI_DISTRESS_ASSERTED.VERT, 0x1af
UNC_M3UPI_EGRESS_ORDERING.IV_SNOOPGO_DN, 0x4ba
UNC_M3UPI_EGRESS_ORDERING.IV_SNOOPGO_UP, 0x1ba
UNC_M3UPI_HORZ_RING_AD_IN_USE.LEFT_EVEN, 0x1b6
UNC_M3UPI_HORZ_RING_AD_IN_USE.LEFT_ODD, 0x2b6
UNC_M3UPI_HORZ_RING_AD_IN_USE.RIGHT_EVEN, 0x4b6
UNC_M3UPI_HORZ_RING_AD_IN_USE.RIGHT_ODD, 0x8b6
UNC_M3UPI_HORZ_RING_AKC_IN_USE.LEFT_EVEN, 0x1bb
UNC_M3UPI_HORZ_RING_AKC_IN_USE.LEFT_ODD, 0x2bb
UNC_M3UPI_HORZ_RING_AKC_IN_USE.RIGHT_EVEN, 0x4bb
UNC_M3UPI_HORZ_RING_AKC_IN_USE.RIGHT_ODD, 0x8bb
UNC_M3UPI_HORZ_RING_AK_IN_USE.LEFT_EVEN, 0x1b7
UNC_M3UPI_HORZ_RING_AK_IN_USE.LEFT_ODD, 0x2b7
UNC_M3UPI_HORZ_RING_AK_IN_USE.RIGHT_EVEN, 0x4b7
UNC_M3UPI_HORZ_RING_AK_IN_USE.RIGHT_ODD, 0x8b7
UNC_M3UPI_HORZ_RING_BL_IN_USE.LEFT_EVEN, 0x1b8
UNC_M3UPI_HORZ_RING_BL_IN_USE.LEFT_ODD, 0x2b8
UNC_M3UPI_HORZ_RING_BL_IN_USE.RIGHT_EVEN, 0x4b8
UNC_M3UPI_HORZ_RING_BL_IN_USE.RIGHT_ODD, 0x8b8
UNC_M3UPI_HORZ_RING_IV_IN_USE.LEFT, 0x1b9
UNC_M3UPI_HORZ_RING_IV_IN_USE.RIGHT, 0x4b9
UNC_M3UPI_M2_BL_CREDITS_EMPTY.IIO1_NCB, 0x123
UNC_M3UPI_M2_BL_CREDITS_EMPTY.IIO2_NCB, 0x223
UNC_M3UPI_M2_BL_CREDITS_EMPTY.IIO3_NCB, 0x423
UNC_M3UPI_M2_BL_CREDITS_EMPTY.IIO4_NCB, 0x823
UNC_M3UPI_M2_BL_CREDITS_EMPTY.IIO5_NCB, 0x1023
UNC_M3UPI_M2_BL_CREDITS_EMPTY.NCS, 0x4023
UNC_M3UPI_M2_BL_CREDITS_EMPTY.NCS_SEL, 0x8023
UNC_M3UPI_M2_BL_CREDITS_EMPTY.UBOX_NCB, 0x2023
UNC_M3UPI_MISC_EXTERNAL.MBE_INST0, 0x1e6
UNC_M3UPI_MISC_EXTERNAL.MBE_INST1, 0x2e6
UNC_M3UPI_MULTI_SLOT_RCVD.AD_SLOT0, 0x13e
UNC_M3UPI_MULTI_SLOT_RCVD.AD_SLOT1, 0x23e
UNC_M3UPI_MULTI_SLOT_RCVD.AD_SLOT2, 0x43e
UNC_M3UPI_MULTI_SLOT_RCVD.AK_SLOT0, 0x103e
UNC_M3UPI_MULTI_SLOT_RCVD.AK_SLOT2, 0x203e
UNC_M3UPI_MULTI_SLOT_RCVD.BL_SLOT0, 0x83e
UNC_M3UPI_RING_BOUNCES_HORZ.AD, 0x1ac
UNC_M3UPI_RING_BOUNCES_HORZ.AK, 0x2ac
UNC_M3UPI_RING_BOUNCES_HORZ.BL, 0x4ac
UNC_M3UPI_RING_BOUNCES_HORZ.IV, 0x8ac
UNC_M3UPI_RING_BOUNCES_VERT.AD, 0x1aa
UNC_M3UPI_RING_BOUNCES_VERT.AK, 0x2aa
UNC_M3UPI_RING_BOUNCES_VERT.AKC, 0x10aa
UNC_M3UPI_RING_BOUNCES_VERT.BL, 0x4aa
UNC_M3UPI_RING_BOUNCES_VERT.IV, 0x8aa
UNC_M3UPI_RING_SINK_STARVED_HORZ.AD, 0x1ad
UNC_M3UPI_RING_SINK_STARVED_HORZ.AK, 0x2ad
UNC_M3UPI_RING_SINK_STARVED_HORZ.AK_AG1, 0x20ad
UNC_M3UPI_RING_SINK_STARVED_HORZ.BL, 0x4ad
UNC_M3UPI_RING_SINK_STARVED_HORZ.IV, 0x8ad
UNC_M3UPI_RING_SINK_STARVED_VERT.AD, 0x1ab
UNC_M3UPI_RING_SINK_STARVED_VERT.AK, 0x2ab
UNC_M3UPI_RING_SINK_STARVED_VERT.AKC, 0x10ab
UNC_M3UPI_RING_SINK_STARVED_VERT.BL, 0x4ab
UNC_M3UPI_RING_SINK_STARVED_VERT.IV, 0x8ab
UNC_M3UPI_RING_SRC_THRTL, 0xae
UNC_M3UPI_RxC_ARB_LOST_VN0.AD_REQ, 0x14b
UNC_M3UPI_RxC_ARB_LOST_VN0.AD_RSP, 0x44b
UNC_M3UPI_RxC_ARB_LOST_VN0.AD_SNP, 0x24b
UNC_M3UPI_RxC_ARB_LOST_VN0.BL_NCB, 0x204b
UNC_M3UPI_RxC_ARB_LOST_VN0.BL_NCS, 0x404b
UNC_M3UPI_RxC_ARB_LOST_VN0.BL_RSP, 0x84b
UNC_M3UPI_RxC_ARB_LOST_VN0.BL_WB, 0x104b
UNC_M3UPI_RxC_ARB_LOST_VN1.AD_REQ, 0x14c
UNC_M3UPI_RxC_ARB_LOST_VN1.AD_RSP, 0x44c
UNC_M3UPI_RxC_ARB_LOST_VN1.AD_SNP, 0x24c
UNC_M3UPI_RxC_ARB_LOST_VN1.BL_NCB, 0x204c
UNC_M3UPI_RxC_ARB_LOST_VN1.BL_NCS, 0x404c
UNC_M3UPI_RxC_ARB_LOST_VN1.BL_RSP, 0x84c
UNC_M3UPI_RxC_ARB_LOST_VN1.BL_WB, 0x104c
UNC_M3UPI_RxC_ARB_MISC.ADBL_PARALLEL_WIN_VN0, 0x104d
UNC_M3UPI_RxC_ARB_MISC.ADBL_PARALLEL_WIN_VN1, 0x204d
UNC_M3UPI_RxC_ARB_MISC.ALL_PARALLEL_WIN, 0x804d
UNC_M3UPI_RxC_ARB_MISC.NO_PROG_AD_VN0, 0x14d
UNC_M3UPI_RxC_ARB_MISC.NO_PROG_AD_VN1, 0x24d
UNC_M3UPI_RxC_ARB_MISC.NO_PROG_BL_VN0, 0x44d
UNC_M3UPI_RxC_ARB_MISC.NO_PROG_BL_VN1, 0x84d
UNC_M3UPI_RxC_ARB_MISC.VN01_PARALLEL_WIN, 0x404d
UNC_M3UPI_RxC_ARB_NOCRD_VN0.AD_REQ, 0x147
UNC_M3UPI_RxC_ARB_NOCRD_VN0.AD_RSP, 0x447
UNC_M3UPI_RxC_ARB_NOCRD_VN0.AD_SNP, 0x247
