CYCLE_ACTIVITY.STALLS_L3_MISS, 0x6a3
UNC_CHA_TxR_HORZ_OCCUPANCY.IV, 0x8a0
UNC_CHA_TxR_HORZ_STARVED.AD_ALL, 0x1a5
UNC_CHA_TxR_HORZ_STARVED.AD_UNCRD, 0x1a5
UNC_CHA_TxR_HORZ_STARVED.AK, 0x2a5
UNC_CHA_TxR_HORZ_STARVED.AKC_UNCRD, 0x80a5
UNC_CHA_TxR_HORZ_STARVED.BL_ALL, 0x4a5
UNC_CHA_TxR_HORZ_STARVED.BL_UNCRD, 0x4a5
UNC_CHA_TxR_HORZ_STARVED.IV, 0x8a5
UNC_CHA_TxR_VERT_ADS_USED.AD_AG0, 0x19c
UNC_CHA_TxR_VERT_ADS_USED.AD_AG1, 0x109c
UNC_CHA_TxR_VERT_ADS_USED.BL_AG0, 0x49c
UNC_CHA_TxR_VERT_ADS_USED.BL_AG1, 0x409c
UNC_CHA_TxR_VERT_BYPASS.AD_AG0, 0x19d
UNC_CHA_TxR_VERT_BYPASS.AD_AG1, 0x109d
UNC_CHA_TxR_VERT_BYPASS.AK_AG0, 0x29d
UNC_CHA_TxR_VERT_BYPASS.AK_AG1, 0x209d
UNC_CHA_TxR_VERT_BYPASS.BL_AG0, 0x49d
UNC_CHA_TxR_VERT_BYPASS.BL_AG1, 0x409d
UNC_CHA_TxR_VERT_BYPASS.IV_AG1, 0x89d
UNC_CHA_TxR_VERT_BYPASS_1.AKC_AG0, 0x19e
UNC_CHA_TxR_VERT_BYPASS_1.AKC_AG1, 0x29e
UNC_CHA_TxR_VERT_CYCLES_FULL0.AD_AG0, 0x194
UNC_CHA_TxR_VERT_CYCLES_FULL0.AD_AG1, 0x1094
UNC_CHA_TxR_VERT_CYCLES_FULL0.AK_AG0, 0x294
UNC_CHA_TxR_VERT_CYCLES_FULL0.AK_AG1, 0x2094
UNC_CHA_TxR_VERT_CYCLES_FULL0.BL_AG0, 0x494
UNC_CHA_TxR_VERT_CYCLES_FULL0.BL_AG1, 0x4094
UNC_CHA_TxR_VERT_CYCLES_FULL0.IV_AG0, 0x894
UNC_CHA_TxR_VERT_CYCLES_FULL1.AKC_AG0, 0x195
UNC_CHA_TxR_VERT_CYCLES_FULL1.AKC_AG1, 0x295
UNC_CHA_TxR_VERT_CYCLES_NE0.AD_AG0, 0x196
UNC_CHA_TxR_VERT_CYCLES_NE0.AD_AG1, 0x1096
UNC_CHA_TxR_VERT_CYCLES_NE0.AK_AG0, 0x296
UNC_CHA_TxR_VERT_CYCLES_NE0.AK_AG1, 0x2096
UNC_CHA_TxR_VERT_CYCLES_NE0.BL_AG0, 0x496
UNC_CHA_TxR_VERT_CYCLES_NE0.BL_AG1, 0x4096
UNC_CHA_TxR_VERT_CYCLES_NE0.IV_AG0, 0x896
UNC_CHA_TxR_VERT_CYCLES_NE1.AKC_AG0, 0x197
UNC_CHA_TxR_VERT_CYCLES_NE1.AKC_AG1, 0x297
UNC_CHA_TxR_VERT_INSERTS0.AD_AG0, 0x192
UNC_CHA_TxR_VERT_INSERTS0.AD_AG1, 0x1092
UNC_CHA_TxR_VERT_INSERTS0.AK_AG0, 0x292
UNC_CHA_TxR_VERT_INSERTS0.AK_AG1, 0x2092
UNC_CHA_TxR_VERT_INSERTS0.BL_AG0, 0x492
UNC_CHA_TxR_VERT_INSERTS0.BL_AG1, 0x4092
UNC_CHA_TxR_VERT_INSERTS0.IV_AG0, 0x892
UNC_CHA_TxR_VERT_INSERTS1.AKC_AG0, 0x193
UNC_CHA_TxR_VERT_INSERTS1.AKC_AG1, 0x293
UNC_CHA_TxR_VERT_NACK0.AD_AG0, 0x198
UNC_CHA_TxR_VERT_NACK0.AD_AG1, 0x1098
UNC_CHA_TxR_VERT_NACK0.AK_AG0, 0x298
UNC_CHA_TxR_VERT_NACK0.AK_AG1, 0x2098
UNC_CHA_TxR_VERT_NACK0.BL_AG0, 0x498
UNC_CHA_TxR_VERT_NACK0.BL_AG1, 0x4098
UNC_CHA_TxR_VERT_NACK0.IV_AG0, 0x898
UNC_CHA_TxR_VERT_NACK1.AKC_AG0, 0x199
UNC_CHA_TxR_VERT_NACK1.AKC_AG1, 0x299
UNC_CHA_TxR_VERT_OCCUPANCY0.AD_AG0, 0x190
UNC_CHA_TxR_VERT_OCCUPANCY0.AD_AG1, 0x1090
UNC_CHA_TxR_VERT_OCCUPANCY0.AK_AG0, 0x290
UNC_CHA_TxR_VERT_OCCUPANCY0.AK_AG1, 0x2090
UNC_CHA_TxR_VERT_OCCUPANCY0.BL_AG0, 0x490
UNC_CHA_TxR_VERT_OCCUPANCY0.BL_AG1, 0x4090
UNC_CHA_TxR_VERT_OCCUPANCY0.IV_AG0, 0x890
UNC_CHA_TxR_VERT_OCCUPANCY1.AKC_AG0, 0x191
UNC_CHA_TxR_VERT_OCCUPANCY1.AKC_AG1, 0x291
UNC_CHA_TxR_VERT_STARVED0.AD_AG0, 0x19a
UNC_CHA_TxR_VERT_STARVED0.AD_AG1, 0x109a
UNC_CHA_TxR_VERT_STARVED0.AK_AG0, 0x29a
UNC_CHA_TxR_VERT_STARVED0.AK_AG1, 0x209a
UNC_CHA_TxR_VERT_STARVED0.BL_AG0, 0x49a
UNC_CHA_TxR_VERT_STARVED0.BL_AG1, 0x409a
UNC_CHA_TxR_VERT_STARVED0.IV_AG0, 0x89a
UNC_CHA_TxR_VERT_STARVED1.AKC_AG0, 0x19b
UNC_CHA_TxR_VERT_STARVED1.AKC_AG1, 0x29b
UNC_CHA_TxR_VERT_STARVED1.TGC, 0x49b
UNC_CHA_VERT_RING_AD_IN_USE.DN_EVEN, 0x4b0
UNC_CHA_VERT_RING_AD_IN_USE.DN_ODD, 0x8b0
UNC_CHA_VERT_RING_AD_IN_USE.UP_EVEN, 0x1b0
UNC_CHA_VERT_RING_AD_IN_USE.UP_ODD, 0x2b0
UNC_CHA_VERT_RING_AKC_IN_USE.DN_EVEN, 0x4b4
UNC_CHA_VERT_RING_AKC_IN_USE.DN_ODD, 0x8b4
UNC_CHA_VERT_RING_AKC_IN_USE.UP_EVEN, 0x1b4
UNC_CHA_VERT_RING_AKC_IN_USE.UP_ODD, 0x2b4
UNC_CHA_VERT_RING_AK_IN_USE.DN_EVEN, 0x4b1
UNC_CHA_VERT_RING_AK_IN_USE.DN_ODD, 0x8b1
UNC_CHA_VERT_RING_AK_IN_USE.UP_EVEN, 0x1b1
UNC_CHA_VERT_RING_AK_IN_USE.UP_ODD, 0x2b1
UNC_CHA_VERT_RING_BL_IN_USE.DN_EVEN, 0x4b2
UNC_CHA_VERT_RING_BL_IN_USE.DN_ODD, 0x8b2
UNC_CHA_VERT_RING_BL_IN_USE.UP_EVEN, 0x1b2
UNC_CHA_VERT_RING_BL_IN_USE.UP_ODD, 0x2b2
UNC_CHA_VERT_RING_IV_IN_USE.DN, 0x4b3
UNC_CHA_VERT_RING_IV_IN_USE.UP, 0x1b3
UNC_CHA_VERT_RING_TGC_IN_USE.DN_EVEN, 0x4b5
UNC_CHA_VERT_RING_TGC_IN_USE.DN_ODD, 0x8b5
UNC_CHA_VERT_RING_TGC_IN_USE.UP_EVEN, 0x1b5
UNC_CHA_VERT_RING_TGC_IN_USE.UP_ODD, 0x2b5
UNC_CHA_WB_PUSH_MTOI.LLC, 0x156
UNC_CHA_WB_PUSH_MTOI.MEM, 0x256
UNC_CHA_WRITE_NO_CREDITS.MC0, 0x15a
UNC_CHA_WRITE_NO_CREDITS.MC1, 0x25a
UNC_CHA_WRITE_NO_CREDITS.MC10, 0x5a
UNC_CHA_WRITE_NO_CREDITS.MC11, 0x5a
UNC_CHA_WRITE_NO_CREDITS.MC12, 0x5a
UNC_CHA_WRITE_NO_CREDITS.MC13, 0x5a
UNC_CHA_WRITE_NO_CREDITS.MC2, 0x45a
UNC_CHA_WRITE_NO_CREDITS.MC3, 0x85a
UNC_CHA_WRITE_NO_CREDITS.MC4, 0x105a
UNC_CHA_WRITE_NO_CREDITS.MC5, 0x205a
UNC_CHA_WRITE_NO_CREDITS.MC6, 0x405a
UNC_CHA_WRITE_NO_CREDITS.MC7, 0x805a
UNC_CHA_WRITE_NO_CREDITS.MC8, 0x5a
UNC_CHA_WRITE_NO_CREDITS.MC9, 0x5a
UNC_CHA_XPT_PREF.DROP0_CONFLICT, 0x86f
UNC_CHA_XPT_PREF.DROP0_NOCRD, 0x46f
UNC_CHA_XPT_PREF.DROP1_CONFLICT, 0x806f
UNC_CHA_XPT_PREF.DROP1_NOCRD, 0x406f
UNC_CHA_XPT_PREF.SENT0, 0x16f
UNC_CHA_XPT_PREF.SENT1, 0x106f
CORE_POWER.LVL0_TURBO_LICENSE, 0x728
CORE_POWER.LVL1_TURBO_LICENSE, 0x1828
CORE_POWER.LVL2_TURBO_LICENSE, 0x2028
BACLEARS.ANY, 0x1e6
DECODE.LCP, 0x187
DSB2MITE_SWITCHES.COUNT, 0x2ab
DSB2MITE_SWITCHES.PENALTY_CYCLES, 0x2ab
FRONTEND_RETIRED.ANY_DSB_MISS, 0x1c6
FRONTEND_RETIRED.DSB_MISS, 0x1c6
FRONTEND_RETIRED.ITLB_MISS, 0x1c6
FRONTEND_RETIRED.L1I_MISS, 0x1c6
FRONTEND_RETIRED.L2_MISS, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_1, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_128, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_16, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_2, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_256, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_32, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_4, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_512, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_64, 0x1c6
FRONTEND_RETIRED.LATENCY_GE_8, 0x1c6
FRONTEND_RETIRED.STLB_MISS, 0x1c6
ICACHE_16B.IFDATA_STALL, 0x480
ICACHE_64B.IFTAG_HIT, 0x183
ICACHE_64B.IFTAG_MISS, 0x283
ICACHE_64B.IFTAG_STALL, 0x483
ICACHE_DATA.STALLS, 0x480
ICACHE_TAG.STALLS, 0x483
IDQ.DSB_CYCLES_ANY, 0x879
IDQ.DSB_CYCLES_OK, 0x879
IDQ.DSB_UOPS, 0x879
IDQ.MITE_CYCLES_ANY, 0x479
IDQ.MITE_CYCLES_OK, 0x479
IDQ.MITE_UOPS, 0x479
IDQ.MS_SWITCHES, 0x3079
IDQ.MS_UOPS, 0x3079
IDQ_UOPS_NOT_DELIVERED.CORE, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE, 0x19c
IDQ_UOPS_NOT_DELIVERED.CYCLES_FE_WAS_OK, 0x19c
UNC_I_CACHE_TOTAL_OCCUPANCY.ANY, 0x10f
UNC_I_CACHE_TOTAL_OCCUPANCY.IV_Q, 0x20f
UNC_I_CACHE_TOTAL_OCCUPANCY.MEM, 0x40f
UNC_I_CLOCKTICKS, 0x1
UNC_I_COHERENT_OPS.CLFLUSH, 0x8010
UNC_I_COHERENT_OPS.PCITOM, 0x1010
UNC_I_COHERENT_OPS.RFO, 0x810
UNC_I_COHERENT_OPS.WBMTOI, 0x4010
UNC_I_FAF_FULL, 0x17
UNC_I_FAF_INSERTS, 0x18
UNC_I_FAF_OCCUPANCY, 0x19
UNC_I_FAF_TRANSACTIONS, 0x16
UNC_I_IRP_ALL.EVICTS, 0x420
UNC_I_IRP_ALL.INBOUND_INSERTS, 0x120
UNC_I_IRP_ALL.OUTBOUND_INSERTS, 0x220
UNC_I_MISC0.2ND_ATOMIC_INSERT, 0x101e
UNC_I_MISC0.2ND_RD_INSERT, 0x41e
UNC_I_MISC0.2ND_WR_INSERT, 0x81e
UNC_I_MISC0.FAST_REJ, 0x21e
UNC_I_MISC0.FAST_REQ, 0x11e
UNC_I_MISC0.FAST_XFER, 0x201e
UNC_I_MISC0.PF_ACK_HINT, 0x401e
UNC_I_MISC0.SLOWPATH_FWPF_NO_PRF, 0x801e
UNC_I_MISC1.LOST_FWD, 0x101f
UNC_I_MISC1.SEC_RCVD_INVLD, 0x201f
UNC_I_MISC1.SEC_RCVD_VLD, 0x401f
UNC_I_MISC1.SLOW_E, 0x41f
UNC_I_MISC1.SLOW_I, 0x11f
UNC_I_MISC1.SLOW_M, 0x81f
UNC_I_MISC1.SLOW_S, 0x21f
UNC_I_P2P_INSERTS, 0x14
UNC_I_P2P_OCCUPANCY, 0x15
UNC_I_P2P_TRANSACTIONS.CMPL, 0x813
UNC_I_P2P_TRANSACTIONS.LOC, 0x4013
UNC_I_P2P_TRANSACTIONS.LOC_AND_TGT_MATCH, 0x8013
UNC_I_P2P_TRANSACTIONS.MSG, 0x413
UNC_I_P2P_TRANSACTIONS.RD, 0x113
UNC_I_P2P_TRANSACTIONS.REM, 0x1013
UNC_I_P2P_TRANSACTIONS.REM_AND_TGT_MATCH, 0x2013
UNC_I_P2P_TRANSACTIONS.WR, 0x213
UNC_I_SNOOP_RESP.ALL_HIT, 0x7e12
UNC_I_SNOOP_RESP.ALL_HIT_ES, 0x7412
UNC_I_SNOOP_RESP.ALL_HIT_I, 0x7212
UNC_I_SNOOP_RESP.ALL_HIT_M, 0x7812
UNC_I_SNOOP_RESP.ALL_MISS, 0x7112
UNC_I_SNOOP_RESP.HIT_ES, 0x412
UNC_I_SNOOP_RESP.HIT_I, 0x212
UNC_I_SNOOP_RESP.HIT_M, 0x812
UNC_I_SNOOP_RESP.MISS, 0x112
UNC_I_SNOOP_RESP.SNPCODE, 0x1012
UNC_I_SNOOP_RESP.SNPDATA, 0x2012
UNC_I_SNOOP_RESP.SNPINV, 0x4012
UNC_I_TRANSACTIONS.ATOMIC, 0x1011
UNC_I_TRANSACTIONS.OTHER, 0x2011
UNC_I_TRANSACTIONS.WRITES, 0x211
UNC_I_TRANSACTIONS.WR_PREF, 0x811
UNC_I_TxC_AK_INSERTS, 0xb
UNC_I_TxC_BL_DRS_CYCLES_FULL, 0x5
UNC_I_TxC_BL_DRS_INSERTS, 0x2
UNC_I_TxC_BL_DRS_OCCUPANCY, 0x8
UNC_I_TxC_BL_NCB_CYCLES_FULL, 0x6
UNC_I_TxC_BL_NCB_INSERTS, 0x3
UNC_I_TxC_BL_NCB_OCCUPANCY, 0x9
UNC_I_TxC_BL_NCS_CYCLES_FULL, 0x7
UNC_I_TxC_BL_NCS_INSERTS, 0x4
UNC_I_TxC_BL_NCS_OCCUPANCY, 0xa
UNC_I_TxR2_AD01_STALL_CREDIT_CYCLES, 0x1c
UNC_I_TxR2_AD0_STALL_CREDIT_CYCLES, 0x1a
UNC_I_TxR2_AD1_STALL_CREDIT_CYCLES, 0x1b
UNC_I_TxR2_BL_STALL_CREDIT_CYCLES, 0x1d
UNC_I_TxS_DATA_INSERTS_NCB, 0xd
UNC_I_TxS_DATA_INSERTS_NCS, 0xe
UNC_I_TxS_REQUEST_OCCUPANCY, 0xc
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR0, 0x180
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR1, 0x280
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR2, 0x480
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR3, 0x880
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR4, 0x1080
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR5, 0x2080
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR6, 0x4080
UNC_M2M_AG0_AD_CRD_ACQUIRED0.TGR7, 0x8080
UNC_M2M_AG0_AD_CRD_ACQUIRED1.TGR10, 0x481
UNC_M2M_AG0_AD_CRD_ACQUIRED1.TGR8, 0x181
UNC_M2M_AG0_AD_CRD_ACQUIRED1.TGR9, 0x281
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR0, 0x182
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR1, 0x282
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR2, 0x482
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR3, 0x882
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR4, 0x1082
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR5, 0x2082
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR6, 0x4082
UNC_M2M_AG0_AD_CRD_OCCUPANCY0.TGR7, 0x8082
UNC_M2M_AG0_AD_CRD_OCCUPANCY1.TGR10, 0x483
UNC_M2M_AG0_AD_CRD_OCCUPANCY1.TGR8, 0x183
UNC_M2M_AG0_AD_CRD_OCCUPANCY1.TGR9, 0x283
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR0, 0x188
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR1, 0x288
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR2, 0x488
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR3, 0x888
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR4, 0x1088
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR5, 0x2088
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR6, 0x4088
UNC_M2M_AG0_BL_CRD_ACQUIRED0.TGR7, 0x8088
UNC_M2M_AG0_BL_CRD_ACQUIRED1.TGR10, 0x489
UNC_M2M_AG0_BL_CRD_ACQUIRED1.TGR8, 0x189
UNC_M2M_AG0_BL_CRD_ACQUIRED1.TGR9, 0x289
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR0, 0x18a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR1, 0x28a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR2, 0x48a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR3, 0x88a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR4, 0x108a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR5, 0x208a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR6, 0x408a
UNC_M2M_AG0_BL_CRD_OCCUPANCY0.TGR7, 0x808a
UNC_M2M_AG0_BL_CRD_OCCUPANCY1.TGR10, 0x48b
UNC_M2M_AG0_BL_CRD_OCCUPANCY1.TGR8, 0x18b
UNC_M2M_AG0_BL_CRD_OCCUPANCY1.TGR9, 0x28b
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR0, 0x184
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR1, 0x284
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR2, 0x484
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR3, 0x884
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR4, 0x1084
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR5, 0x2084
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR6, 0x4084
UNC_M2M_AG1_AD_CRD_ACQUIRED0.TGR7, 0x8084
UNC_M2M_AG1_AD_CRD_ACQUIRED1.TGR10, 0x485
UNC_M2M_AG1_AD_CRD_ACQUIRED1.TGR8, 0x185
UNC_M2M_AG1_AD_CRD_ACQUIRED1.TGR9, 0x285
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR0, 0x186
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR1, 0x286
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR2, 0x486
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR3, 0x886
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR4, 0x1086
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR5, 0x2086
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR6, 0x4086
UNC_M2M_AG1_AD_CRD_OCCUPANCY0.TGR7, 0x8086
UNC_M2M_AG1_AD_CRD_OCCUPANCY1.TGR10, 0x487
UNC_M2M_AG1_AD_CRD_OCCUPANCY1.TGR8, 0x187
UNC_M2M_AG1_AD_CRD_OCCUPANCY1.TGR9, 0x287
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR0, 0x18c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR1, 0x28c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR2, 0x48c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR3, 0x88c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR4, 0x108c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR5, 0x208c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR6, 0x408c
UNC_M2M_AG1_BL_CRD_ACQUIRED0.TGR7, 0x808c
UNC_M2M_AG1_BL_CRD_ACQUIRED1.TGR10, 0x48d
UNC_M2M_AG1_BL_CRD_ACQUIRED1.TGR8, 0x18d
UNC_M2M_AG1_BL_CRD_ACQUIRED1.TGR9, 0x28d
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR0, 0x18e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR1, 0x28e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR2, 0x48e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR3, 0x88e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR4, 0x108e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR5, 0x208e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR6, 0x408e
UNC_M2M_AG1_BL_CRD_OCCUPANCY0.TGR7, 0x808e
UNC_M2M_AG1_BL_CRD_OCCUPANCY1.TGR10, 0x48f
UNC_M2M_AG1_BL_CRD_OCCUPANCY1.TGR8, 0x18f
UNC_M2M_AG1_BL_CRD_OCCUPANCY1.TGR9, 0x28f
UNC_M2M_BYPASS_M2M_EGRESS.NOT_TAKEN, 0x222
UNC_M2M_BYPASS_M2M_EGRESS.TAKEN, 0x122
UNC_M2M_BYPASS_M2M_INGRESS.NOT_TAKEN, 0x221
UNC_M2M_BYPASS_M2M_INGRESS.TAKEN, 0x121
UNC_M2M_CMS_CLOCKTICKS, 0xc0
UNC_M2M_DIRECT2CORE_NOT_TAKEN_DIRSTATE, 0x24
UNC_M2M_DIRECT2CORE_NOT_TAKEN_NOTFORKED, 0x60
UNC_M2M_DIRECT2CORE_TXN_OVERRIDE, 0x25
UNC_M2M_DIRECT2UPI_NOT_TAKEN_CREDITS, 0x28
UNC_M2M_DIRECT2UPI_NOT_TAKEN_DIRSTATE, 0x27
UNC_M2M_DIRECT2UPI_TXN_OVERRIDE, 0x29
UNC_M2M_DIRECTORY_HIT.CLEAN_A, 0x802a
UNC_M2M_DIRECTORY_HIT.CLEAN_I, 0x102a
UNC_M2M_DIRECTORY_HIT.CLEAN_P, 0x402a
UNC_M2M_DIRECTORY_HIT.CLEAN_S, 0x202a
UNC_M2M_DIRECTORY_HIT.DIRTY_A, 0x82a
UNC_M2M_DIRECTORY_HIT.DIRTY_I, 0x12a
UNC_M2M_DIRECTORY_HIT.DIRTY_P, 0x42a
UNC_M2M_DIRECTORY_HIT.DIRTY_S, 0x22a
UNC_M2M_DIRECTORY_LOOKUP.ANY, 0x12d
UNC_M2M_DIRECTORY_LOOKUP.STATE_A, 0x82d
UNC_M2M_DIRECTORY_LOOKUP.STATE_I, 0x22d
UNC_M2M_DIRECTORY_LOOKUP.STATE_S, 0x42d
UNC_M2M_DIRECTORY_MISS.CLEAN_A, 0x802b
UNC_M2M_DIRECTORY_MISS.CLEAN_I, 0x102b
UNC_M2M_DIRECTORY_MISS.CLEAN_P, 0x402b
UNC_M2M_DIRECTORY_MISS.CLEAN_S, 0x202b
UNC_M2M_DIRECTORY_MISS.DIRTY_A, 0x82b
UNC_M2M_DIRECTORY_MISS.DIRTY_I, 0x12b
UNC_M2M_DIRECTORY_MISS.DIRTY_P, 0x42b
UNC_M2M_DIRECTORY_MISS.DIRTY_S, 0x22b
UNC_M2M_DIRECTORY_UPDATE.ANY, 0x12e
UNC_M2M_DISTRESS_ASSERTED.DPT_LOCAL, 0x4af
UNC_M2M_DISTRESS_ASSERTED.DPT_NONLOCAL, 0x8af
UNC_M2M_DISTRESS_ASSERTED.DPT_STALL_IV, 0x40af
UNC_M2M_DISTRESS_ASSERTED.DPT_STALL_NOCRD, 0x80af
UNC_M2M_DISTRESS_ASSERTED.HORZ, 0x2af
UNC_M2M_DISTRESS_ASSERTED.PMM_LOCAL, 0x10af
UNC_M2M_DISTRESS_ASSERTED.PMM_NONLOCAL, 0x20af
UNC_M2M_DISTRESS_ASSERTED.VERT, 0x1af
UNC_M2M_DISTRESS_PMM, 0xf2
UNC_M2M_DISTRESS_PMM_MEMMODE, 0xf1
UNC_M2M_EGRESS_ORDERING.IV_SNOOPGO_DN, 0x4ba
UNC_M2M_EGRESS_ORDERING.IV_SNOOPGO_UP, 0x1ba
UNC_M2M_HORZ_RING_AD_IN_USE.LEFT_EVEN, 0x1b6
UNC_M2M_HORZ_RING_AD_IN_USE.LEFT_ODD, 0x2b6
UNC_M2M_HORZ_RING_AD_IN_USE.RIGHT_EVEN, 0x4b6
UNC_M2M_HORZ_RING_AD_IN_USE.RIGHT_ODD, 0x8b6
UNC_M2M_HORZ_RING_AKC_IN_USE.LEFT_EVEN, 0x1bb
UNC_M2M_HORZ_RING_AKC_IN_USE.LEFT_ODD, 0x2bb
UNC_M2M_HORZ_RING_AKC_IN_USE.RIGHT_EVEN, 0x4bb
UNC_M2M_HORZ_RING_AKC_IN_USE.RIGHT_ODD, 0x8bb
UNC_M2M_HORZ_RING_AK_IN_USE.LEFT_EVEN, 0x1b7
UNC_M2M_HORZ_RING_AK_IN_USE.LEFT_ODD, 0x2b7
UNC_M2M_HORZ_RING_AK_IN_USE.RIGHT_EVEN, 0x4b7
UNC_M2M_HORZ_RING_AK_IN_USE.RIGHT_ODD, 0x8b7
UNC_M2M_HORZ_RING_BL_IN_USE.LEFT_EVEN, 0x1b8
UNC_M2M_HORZ_RING_BL_IN_USE.LEFT_ODD, 0x2b8
UNC_M2M_HORZ_RING_BL_IN_USE.RIGHT_EVEN, 0x4b8
UNC_M2M_HORZ_RING_BL_IN_USE.RIGHT_ODD, 0x8b8
UNC_M2M_HORZ_RING_IV_IN_USE.LEFT, 0x1b9
UNC_M2M_HORZ_RING_IV_IN_USE.RIGHT, 0x4b9
UNC_M2M_IMC_READS.ALL, 0x70437
UNC_M2M_IMC_READS.CH0_ALL, 0x10437
UNC_M2M_IMC_READS.CH0_FROM_TGR, 0x14037
UNC_M2M_IMC_READS.CH0_ISOCH, 0x10237
UNC_M2M_IMC_READS.CH0_NORMAL, 0x10137
UNC_M2M_IMC_READS.CH0_TO_DDR_AS_CACHE, 0x11037
UNC_M2M_IMC_READS.CH0_TO_DDR_AS_MEM, 0x10837
UNC_M2M_IMC_READS.CH0_TO_PMM, 0x12037
UNC_M2M_IMC_READS.CH1_ALL, 0x20437
UNC_M2M_IMC_READS.CH1_FROM_TGR, 0x24037
UNC_M2M_IMC_READS.CH1_ISOCH, 0x20237
UNC_M2M_IMC_READS.CH1_NORMAL, 0x20137
UNC_M2M_IMC_READS.CH1_TO_DDR_AS_CACHE, 0x21037
UNC_M2M_IMC_READS.CH1_TO_DDR_AS_MEM, 0x20837
UNC_M2M_IMC_READS.CH1_TO_PMM, 0x22037
UNC_M2M_IMC_READS.CH2_FROM_TGR, 0x44037
UNC_M2M_IMC_READS.FROM_TGR, 0x74037
UNC_M2M_IMC_READS.ISOCH, 0x70237
UNC_M2M_IMC_READS.NORMAL, 0x70137
